id_phrase,phrase,prompt
4194,"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy
4195,I had a pain in my knee when I was swimming,Knee pain
4196,There is a constant tickle in my throat,Cough
4197,I feel a sharp pain in my head when I think too hard.,Head ache
4198,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,Shoulder pain
4199,I used alot of pain killer to get better but i still feel the same back pain,Back pain
4200,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
4201,I wake up at night feeling cold,Feeling cold
4202,I feel pain in the knee,Knee pain
4203,Hearing any loud sounds makes my ear aches,Ear ache
4204,my ear hurts me badly,Ear ache
4205,He was discovered to have an open wound.,Open wound
4206,my ankle is hurting me,Joint pain
4207,I can't stop coughing,Cough
4208,I have a blurry vision after my head was hit yesterday.,Blurry vision
4209,When I play football I have muscle pain.,Muscle pain
4210,I feel heart pain when I walk a lot,Heart hurts
4211,I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
4212,I have a rash on my skin,Skin issue
4213,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports
4214,heart aches so much,Heart hurts
4215,These red spots on my cheeks are new. What is it?,Skin issue
4216,i can't move my shoulder because of pain,Shoulder pain
4217,I feel hurts in my heart,Heart hurts
4218,my shoulder is hurting me,Shoulder pain
4219,I've noticed my hair falling out a lot lately.,Hair falling out
4220,My joints feel swollen,Joint pain
4221,I feel a great pain in my shoulder joint and it does not go away,Joint pain
4222,My shoulder aches when I try to lift five pounds.,Shoulder pain
4223,The feeling of coughing increases in winter's reach,Cough
4224,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
4225,My head is so heavy can't think normally,Head ache
4226,"i walked a long for 3 km, i feel pain in my foot like foot ache",Foot ache
4227,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
4228,I have a head pain every single day.,Internal pain
4229,I hit my head at the basketball game.  Could I have a concussion?,Injury from sports
4230,I have some pain when i'm walking around my knees,Joint pain
4231,is my cut infected or just healing?,Infected wound
4232,I've got a hard time to breath- am I having a heart attack?,Hard to breath
4233,Mr hair is falling out just by combing it.,Hair falling out
4234,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne
4235,I get chills and aches all over.,Feeling cold
4236,After walking I have some pain under my foot,Foot ache
4237,My stomach feels full and upset  and bloating after big meals.,Stomach ache
4238,I have the impression of having no strength in my body,Body feels weak
4239,My heart is pumping fast and I'm having a hard time to breath.,Hard to breath
4240,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache
4241,I have a scab on the back of my hand that just won't go away.,Skin issue
4242,I have a dull ache in my stomach.  It gets worse after I eat.,Internal pain
4243,My skin is very dry and peeling.,Skin issue
4244,I was very active in sports but now my body is feeling pain.,Injury from sports
4245,I feel congestion in my chest,Cough
4246,I do not know why I feel cold,Feeling cold
4247,I sliced myself deeply with a knife while I was cooking,Open wound
4248,It feels like I can't take a deep breath,Hard to breath
4249,The pain in my ear is unbearable.,Ear ache
4250,I get clusters of pimples on my face that never go away.,Acne
4251,i was travelling by ship and i feel dizzy.,Feeling dizzy
4252,i have difficulty moving my neck,Neck pain
4253,i cant breathe,Cough
4254,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,Infected wound
4255,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath
4256,i have difficulty moving my neck,Neck pain
4257,I complain alot with my neck pain and i really need to be better,Neck pain
4258,I'm suffering from sharp cough Accompanied by  phlegm,Cough
4259,"i can't move my leg, there is pain in the joint",Joint pain
4260,I have a split on my thumb that will not heal.,Open wound
4261,Chronic bowel Pain,Internal pain
4262,My knees ache on cold and rainy days.,Knee pain
4263,I think my body temperature is very low.,Feeling cold
4264,i feel pain in my foot,Foot ache
4265,I get terrible headaches every few months and when I get them my vision is affected.,Head ache
4266,I feel pain in my right shoulder after the tennis match.,Injury from sports
4267,I feel suicidal.,Emotional pain
4268,I complain alot with skin allergy,Skin issue
4269,When I brush my hair I notice big clumps of hair coming out in the brush.,Hair falling out
4270,I can't see the sign I have a blurry vision,Blurry vision
4271,I have tried to relief it but I can't,Body feels weak
4272,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
4273,I have a dry skin,Skin issue
4274,I feel a pain in my neck,Neck pain
4275,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,Injury from sports
4276,I get clusters of pimples on my face that never go away.,Acne
4277,My foot hurts me a lot of playing football,Foot ache
4278,I fell a stiffness in my elbows and shoulders,Joint pain
4279,I have tried to make massage on my foot but they still pain me,Foot ache
4280,I can't get a girlfriend because of my acne.,Acne
4281,i cant breathe,Cough
4282,I feel a sharp pain in my ankle joint when I stand.,Joint pain
4283,I was kicked in the head playing soccer last night.,Injury from sports
4284,I toppled over while jumping to catch the ball.,Injury from sports
4285,Even though I'm an adult my face keeps breaking out in pimples.,Acne
4286,My chest break out with red pimples and whiteheads.,Acne
4287,I've had this cough for two weeks.,Cough
4288,"Annoyance starts suddenly, often after an injury or exercise.",Knee pain
4289,I feel pain in my neck while I'm working.,Neck pain
4290,I complain alot with skin allergy,Skin issue
4291,I have an internal pain I cannot describe,Internal pain
4292,heavy breath with fatigue,Emotional pain
4293,Chronic disease of hair follicles and sebaceous glands,Acne
4294,"i am feeling so dizzy, body is so fragile.",Body feels weak
4295,My arm hurts when I stretch,Muscle pain
4296,I feel discomfort throughout the body in general,Body feels weak
4297,I feel cold although we are in summer.,Feeling cold
4298,i feel pain in my stomach,Stomach ache
4299,My body feels weak and I tried to make it relax but it stills pain me,Body feels weak
4300,His infected wound was beginning to rot.,Infected wound
4301,I have a dull ache in my head,Head ache
4302,i can't rotate my neck,Neck pain
4303,I feel pain when i think of her,Emotional pain
4304,I'm not feeling good I can't take my breath,Hard to breath
4305,i feel dizzy after severe diarrhea,Feeling dizzy
4306,My wound was infected when i was planting some flowers in my garden,Infected wound
4307,i feel head ache,Head ache
4308,I feel suicidal.,Emotional pain
4309,I can't get a girlfriend because of my acne.,Acne
4310,I have a dry skin,Skin issue
4311,My chest hurts when I smoke,Internal pain
4312,I feel dizzy after doing a muscular effort.,Feeling dizzy
4313,i was playing football and injuried with joint pain.,Joint pain
4314,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain
4315,I feel lightheaded when I stand up,Feeling dizzy
4316,I walk every day but now I get short of breath after going only a short way.,Hard to breath
4317,When I do hard exercises I feel great pain in my muscles.,Muscle pain
4318,When I was young I had an injury from sports in my knee.,Injury from sports
4319,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
4320,I feel discomfort throughout the body in general,Body feels weak
4321,I have a break in the skin between my thumb and index finger and it will not close.,Open wound
4322,It feels like I can't take a deep breath,Hard to breath
4323,I feel like I've always got something in my throat,Cough
4324,Sterilizer for the eye,Blurry vision
4325,"I hardly have enough stength to get up,",Body feels weak
4326,I feel hurts in my heart,Heart hurts
4327,I can't walk well I have an ache in my foot,Foot ache
4328,"I hardly have enough stength to get up,",Body feels weak
4329,i have severe dry cough,Cough
4330,I feel a pain in my back,Back pain
4331,My ankle joint throbs when I put pressure on my foot.,Joint pain
4332,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,Open wound
4333,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain
4334,I'm not feeling good I can't take my breath,Hard to breath
4335,"Annoyance starts suddenly, often after an injury or exercise.",Knee pain
4336,I m feeling cold though the temperature is high,Feeling cold
4337,I can't move my head up and down.,Neck pain
4338,I feel increased heart rate with prick,Heart hurts
4339,I complain alot with skin allergy,Skin issue
4340,I have throbing in my shoulder,Shoulder pain
4341,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain
4342,I have a dry throat,Cough
4343,I've had this cough for two weeks.,Cough
4344,"I have a blurry vision during my swimming training in the pool, why?",Blurry vision
4345,i cant breathe,Cough
